LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	3PTM	3PTA	3PT%	FGM	FGA	FG%	FTM	FTA	FT%	OR	DR	TR	AST	PF	DF	ST	TO	BLK	BLKA	VAL	+ / -
Ulanovas E., Brazdeikis I., Taylor I., Lukosiunas K., Smits R.	ZAL	2.5	7	2	2	100%	1	1	100%	3	3	100%	0	0	-	0	0	0	2	1	0	1	0	0	0	9	0
Motley J., Guduric M., Hayes N., Biberovic T., Dorsey T.	FBD	5.1	6	1	7	14%	0	1	0%	1	8	13%	4	4	100%	3	2	5	2	2	3	1	3	0	1	4	-7
Butkevicius A., Ulanovas E., Brazdeikis I., Taylor I., Birutis L.	ZAL	4.3	10	2	3	67%	2	3	67%	4	6	67%	0	0	-	0	4	4	2	0	1	1	2	0	0	14	6
Hall D., Blossomgame J., Loyd J., Strazel M., Ouattara Y.	MCO	2.5	10	1	1	100%	2	3	67%	3	4	75%	2	2	100%	1	1	2	1	1	6	0	0	0	0	17	6
Rivero J., Hermannsson M., Evans S., Claver V., Lopez-Arostegui X.	VBC	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Dubljevic B., Rivero J., Hermannsson M., Evans S., Lopez-Arostegui X.	VBC	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	-2
Dubljevic B., Jones C., Puerto J., Hermannsson M., Lopez-Arostegui X.	VBC	1.3	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	1	0	0	2	0	0	-4	-5
Hall D., Okobo E., Blossomgame J., Strazel M., Ouattara Y.	MCO	5.2	7	2	7	29%	1	3	33%	3	10	30%	0	0	-	2	2	4	0	1	0	0	0	0	1	2	-8
Dubljevic B., Jones C., Webb J., Puerto J., Hermannsson M.	VBC	0.8	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	1	0	0	0	0	0	-1	-2
Dubljevic B., Jones C., Rivero J., Puerto J., Hermannsson M.	VBC	2.7	7	1	2	50%	1	2	50%	2	4	50%	2	2	100%	1	2	3	1	0	2	0	1	1	0	11	1
Okobo E., Blossomgame J., Brown J., Loyd J., Ouattara Y.	MCO	0.2	0	0	2	0%	0	0	-	0	2	0%	0	0	-	1	0	1	0	0	0	0	0	0	0	-1	0
Rivero J., Radebaugh J., Puerto J., Evans S., Lopez-Arostegui X.	VBC	0.2	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	0	0
Diallo A., Motiejunas D., Brown J., Loyd J., Strazel M.	MCO	2.8	12	3	3	100%	2	2	100%	5	5	100%	0	3	0%	0	2	2	5	1	2	1	0	1	0	19	9
Rivero J., Radebaugh J., Puerto J., Evans S., Claver V.	VBC	2.6	9	3	5	60%	1	3	33%	4	8	50%	0	0	-	3	1	4	4	1	0	2	0	0	1	13	3
Hall D., Blossomgame J., Brown J., Loyd J., Strazel M.	MCO	1.3	3	1	1	100%	0	0	-	1	1	100%	1	2	50%	0	1	1	0	1	1	0	0	0	0	3	-2
Hall D., Okobo E., Blossomgame J., Loyd J., Strazel M.	MCO	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	0	0	-1	0
Webb J., Rivero J., Evans S., Claver V., Lopez-Arostegui X.	VBC	3.9	4	2	3	67%	0	3	0%	2	6	33%	0	0	-	2	1	3	0	0	1	2	2	0	0	4	-1
Dubljevic B., Jones C., Webb J., Radebaugh J., Evans S.	VBC	1.7	0	0	1	0%	0	2	0%	0	3	0%	0	0	-	2	1	3	0	0	1	0	1	0	1	-1	-2
Diallo A., Hall D., Okobo E., Loyd J., Strazel M.	MCO	1.5	4	2	3	67%	0	1	0%	2	4	50%	0	0	-	1	1	2	1	0	0	1	0	0	0	6	1
Harper J., Radebaugh J., Puerto J., Evans S., Lopez-Arostegui X.	VBC	1.5	3	0	1	0%	1	1	100%	1	2	50%	0	0	-	0	1	1	0	0	0	0	1	0	0	2	-1
Hackett D., Bako I., Weems K., Belinelli M., Shengelia T.	VIR	1.1	4	1	1	100%	0	0	-	1	1	100%	2	2	100%	0	0	0	2	1	1	0	0	0	0	6	1
Hackett D., Bako I., Mickey J., Belinelli M., Ojeleye S.	VIR	4.6	8	1	4	25%	2	4	50%	3	8	38%	0	0	-	1	3	4	3	1	3	1	2	0	0	11	3
Hanga A., Abalde A., Yabusele G., Hezonja M., Poirier V.	RMB	2	6	3	4	75%	0	0	-	3	4	75%	0	0	-	0	0	0	1	1	1	2	0	0	0	8	-3
Bako I., Mickey J., Belinelli M., Mannion N., Ojeleye S.	VIR	5	17	1	3	33%	4	4	100%	5	7	71%	3	3	100%	0	4	4	4	0	1	0	2	1	0	23	2
Abalde A., Hezonja M., Cornelie P., Fernandez R., Poirier V.	RMB	3.6	6	0	3	0%	2	4	50%	2	7	29%	0	0	-	0	4	4	1	2	1	0	1	1	0	5	0
Abass A., Bako I., Belinelli M., Mannion N., Shengelia T.	VIR	1.4	0	0	2	0%	0	0	-	0	2	0%	0	0	-	0	3	3	0	0	1	0	0	0	0	2	0
Musa D., Deck G., Cornelie P., Fernandez R., Poirier V.	RMB	1.6	3	1	1	100%	0	1	0%	1	2	50%	1	1	100%	0	2	2	1	2	1	0	1	1	0	4	-1
Abass A., Lundberg I., Jaiteh M., Mannion N., Shengelia T.	VIR	0.4	2	0	1	0%	0	0	-	0	1	0%	2	2	100%	0	0	0	0	2	1	1	0	0	0	1	1
Abass A., Hackett D., Lundberg I., Jaiteh M., Shengelia T.	VIR	2.6	2	0	2	0%	0	1	0%	0	3	0%	2	2	100%	1	1	2	0	2	1	0	1	0	1	-2	-4
Musa D., Deck G., Yabusele G., Fernandez R., Tavares W.	RMB	1	4	0	0	-	1	2	50%	1	2	50%	1	2	50%	1	1	2	0	0	2	0	0	0	0	6	4
Deck G., Yabusele G., Hezonja M., Fernandez R., Tavares W.	RMB	0.9	5	1	1	100%	1	1	100%	2	2	100%	0	0	-	0	1	1	1	0	0	0	0	0	0	7	5
Abass A., Lundberg I., Weems K., Jaiteh M., Shengelia T.	VIR	0.5	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-1	-5
Lundberg I., Mickey J., Weems K., Belinelli M., Shengelia T.	VIR	1.8	5	0	0	-	1	2	50%	1	2	50%	2	3	67%	0	1	1	2	1	1	0	0	0	0	6	1
Hackett D., Mickey J., Belinelli M., Ojeleye S., Shengelia T.	VIR	12.7	35	6	8	75%	7	13	54%	13	21	62%	2	2	100%	1	3	4	9	4	4	3	4	0	0	39	2
Abalde A., Yabusele G., Hezonja M., Rodriguez S., Poirier V.	RMB	2.8	6	0	2	0%	2	3	67%	2	5	40%	0	0	-	0	2	2	2	0	0	0	0	0	1	6	-2
Peters A., Papanikolaou K., Sloukas K., Fall M., Mckissic S.	OLY	2.4	3	1	2	50%	0	1	0%	1	3	33%	1	2	50%	0	0	0	0	1	1	0	0	0	0	0	-4
Obst A., Weiler-Babb N., Zipser P., Lucic V., Cheatham Z.	BAY	2.1	2	1	1	100%	0	2	0%	1	3	33%	0	0	-	0	1	1	0	3	0	0	1	0	0	-3	-2
Obst A., Bonga I., Weiler-Babb N., Zipser P., Cheatham Z.	BAY	3.6	2	1	3	33%	0	4	0%	1	7	14%	0	0	-	3	0	3	1	1	1	1	1	0	0	0	-3
Obst A., Walden C., Bonga I., Zipser P., Cheatham Z.	BAY	0.2	3	0	0	-	1	1	100%	1	1	100%	0	0	-	0	0	0	0	0	0	0	0	0	0	3	3
Obst A., Walden C., Bonga I., Wimberg N., Cheatham Z.	BAY	8.5	15	4	7	57%	2	6	33%	6	13	46%	1	3	33%	1	3	4	3	4	2	2	4	0	1	8	-7
Baron B., Voigtmann J., Hines K., Shields S., Tonut S.	MIL	2	6	3	3	100%	0	0	-	3	3	100%	0	0	-	0	2	2	1	1	0	0	1	0	0	7	4
Baron B., Thomas D., Hines K., Mitrou-Long N., Shields S.	MIL	4.7	12	1	2	50%	2	3	67%	3	5	60%	4	5	80%	1	3	4	1	1	5	0	1	0	0	17	8
Walden C., Seeley D., Gillespie F., Giffey N., Lucic V.	BAY	6	12	2	4	50%	2	5	40%	4	9	44%	2	2	100%	1	4	5	1	3	4	2	0	1	0	17	-3
Davies B., Ricci G., Napier S., Shields S., Tonut S.	MIL	1.6	4	2	4	50%	0	0	-	2	4	50%	0	0	-	0	1	1	1	0	0	0	0	0	0	4	-2
Obst A., Bonga I., Weiler-Babb N., Giffey N., Cheatham Z.	BAY	3.6	8	1	2	50%	2	3	67%	3	5	60%	0	0	-	0	3	3	1	0	1	0	0	0	0	11	-2
Baron B., Davies B., Ricci G., Shields S., Tonut S.	MIL	0.2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-3
Baron B., Voigtmann J., Melli N., Shields S., Tonut S.	MIL	2.9	6	0	0	-	1	2	50%	1	2	50%	3	4	75%	0	3	3	0	0	2	0	2	0	0	7	-1
Obst A., Bonga I., Weiler-Babb N., Wimberg N., Cheatham Z.	BAY	3.8	5	1	2	50%	1	4	25%	2	6	33%	0	0	-	1	2	3	2	4	0	0	1	0	1	0	-4
Obst A., Weiler-Babb N., Giffey N., Wimberg N., Cheatham Z.	BAY	5.4	14	1	1	100%	4	8	50%	5	9	56%	0	0	-	0	5	5	3	4	1	1	3	0	0	13	3
Obst A., Walden C., Giffey N., Lucic V., Cheatham Z.	BAY	6	12	3	3	100%	1	2	50%	4	5	80%	3	4	75%	0	2	2	4	2	3	0	4	1	0	14	-2
Walden C., Seeley D., Giffey N., Lucic V., Cheatham Z.	BAY	3	6	2	3	67%	0	0	-	2	3	67%	2	2	100%	0	2	2	1	4	2	0	2	0	0	4	4
Walden C., Seeley D., Gillespie F., Lucic V., Cheatham Z.	BAY	1	2	0	1	0%	0	1	0%	0	2	0%	2	2	100%	0	1	1	0	0	2	0	0	0	0	3	-1
Voigtmann J., Hines K., Napier S., Shields S., Luwawu-Cabarrot T.	MIL	5	14	2	3	67%	2	4	50%	4	7	57%	4	4	100%	0	2	2	2	3	5	1	0	0	0	18	0
Baron B., Thomas D., Hines K., Shields S., Luwawu-Cabarrot T.	MIL	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0
Walden C., Seeley D., Gillespie F., Bonga I., Zipser P.	BAY	3.2	6	2	6	33%	0	1	0%	2	7	29%	2	2	100%	3	2	5	0	3	1	1	0	0	0	5	3
Seeley D., Gillespie F., Weiler-Babb N., Giffey N., Zipser P.	BAY	3.1	7	3	4	75%	0	1	0%	3	5	60%	1	2	50%	2	0	2	1	1	2	0	0	1	0	9	-1
Thomas D., Hines K., Napier S., Tonut S., Luwawu-Cabarrot T.	MIL	0.3	0	0	1	0%	0	0	-	0	1	0%	0	0	-	1	0	1	0	0	0	0	0	0	1	-1	0
Ricci G., Voigtmann J., Hines K., Napier S., Tonut S.	MIL	0.3	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	1	1	1	0	0	0	0	0	0	4	2
Seeley D., Weiler-Babb N., Giffey N., Zipser P., Cheatham Z.	BAY	0.3	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	0	-2
Davies B., Ricci G., Voigtmann J., Napier S., Tonut S.	MIL	2.5	5	1	2	50%	1	2	50%	2	4	50%	0	0	-	1	3	4	1	2	2	0	0	0	0	8	2
Seeley D., Weiler-Babb N., Giffey N., Wimberg N., Cheatham Z.	BAY	1	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	1	0	1	0	0	1	0	0	0	0	0	-2
Obst A., Walden C., Giffey N., Wimberg N., Cheatham Z.	BAY	1.8	5	0	0	-	1	2	50%	1	2	50%	2	2	100%	0	1	1	0	1	1	0	0	0	0	5	-1
Davies B., Ricci G., Voigtmann J., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	0.9	3	1	1	100%	0	0	-	1	1	100%	1	2	50%	0	0	0	1	0	1	0	0	0	0	4	0
Davies B., Thomas D., Ricci G., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	3.2	9	2	2	100%	1	1	100%	3	3	100%	2	2	100%	0	3	3	0	3	1	0	1	0	0	9	2
Lundberg I., Bako I., Mannion N., Ojeleye S., Shengelia T.	VIR	2.4	6	0	0	-	1	2	50%	1	2	50%	3	4	75%	0	1	1	1	1	2	1	1	0	0	7	4
Bako I., Belinelli M., Mannion N., Ojeleye S., Shengelia T.	VIR	1.4	1	0	0	-	0	1	0%	0	1	0%	1	2	50%	1	2	3	0	1	1	0	1	0	0	1	-1
Hilliard D., Cohen J., Dibartolomeo J., Nebo J., Baldwin W.	MTA	0.7	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	2	0	0	-2	-2
Camara G., Mickey J., Weems K., Belinelli M., Mannion N.	VIR	1.3	5	1	1	100%	0	1	0%	1	2	50%	3	3	100%	1	1	2	2	1	2	0	0	0	0	9	3
Mickey J., Weems K., Belinelli M., Mannion N., Shengelia T.	VIR	1.4	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	0	0	1	0	0	0	0	0	0	2	-3
Hackett D., Lundberg I., Mickey J., Weems K., Shengelia T.	VIR	2.8	4	1	2	50%	0	1	0%	1	3	33%	2	2	100%	1	1	2	0	4	1	0	3	0	0	-2	-8
Hackett D., Jaiteh M., Mannion N., Ojeleye S., Shengelia T.	VIR	3	2	0	2	0%	0	1	0%	0	3	0%	2	2	100%	1	1	2	0	1	2	1	3	0	0	0	-7
Colson B., Hilliard D., Martin J., Dibartolomeo J., Nebo J.	MTA	0.8	0	0	1	0%	0	0	-	0	1	0%	0	0	-	1	1	2	0	0	0	1	0	0	0	2	0
Abass A., Hackett D., Jaiteh M., Ojeleye S., Shengelia T.	VIR	2.6	9	1	2	50%	1	2	50%	2	4	50%	4	4	100%	2	2	4	3	0	2	1	1	0	1	15	7
Abass A., Bako I., Weems K., Belinelli M., Mannion N.	VIR	5.1	11	4	4	100%	1	3	33%	5	7	71%	0	0	-	0	3	3	4	3	0	1	2	0	0	12	-1
Hilliard D., Ziv I., Martin J., Dibartolomeo J., Brown L.	MTA	0.1	0	0	0	-	0	1	0%	0	1	0%	0	0	-	1	0	1	0	0	0	0	0	0	0	0	0
Hilliard D., Ziv I., Cohen J., Dibartolomeo J., Sorkin R.	MTA	1.4	2	1	2	50%	0	1	0%	1	3	33%	0	0	-	1	1	2	0	0	1	0	0	0	0	3	0
Hilliard D., Ziv I., Cohen J., Menco R., Braimoh S.	MTA	6.9	20	4	6	67%	3	9	33%	7	15	47%	3	3	100%	5	2	7	8	2	5	2	3	0	1	28	2
Bako I., Mickey J., Weems K., Mannion N., Ojeleye S.	VIR	2.6	7	1	1	100%	1	1	100%	2	2	100%	2	2	100%	0	1	1	1	2	2	0	2	1	0	8	-4
Hilliard D., Ziv I., Menco R., Sorkin R., Braimoh S.	MTA	1.7	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	0	0	0	0	2	0	0	0	0	0	-1	-5
Camara G., Bako I., Mickey J., Weems K., Mannion N.	VIR	1.5	5	1	1	100%	1	1	100%	2	2	100%	0	0	-	0	1	1	0	0	0	0	0	0	0	6	3
Voigtmann J., Melli N., Napier S., Shields S., Tonut S.	MIL	5.4	11	0	0	-	3	4	75%	3	4	75%	2	2	100%	0	2	2	4	2	3	0	4	0	0	13	-1
Voigtmann J., Hines K., Napier S., Shields S., Tonut S.	MIL	2.2	3	0	2	0%	1	1	100%	1	3	33%	0	0	-	0	1	1	1	0	0	0	1	0	2	0	-5
Zizic A., Gazi E., Larkin S., Micic V., Clyburn W.	EFS	2.7	5	1	4	25%	1	3	33%	2	7	29%	0	0	-	3	2	5	1	1	2	0	0	0	0	7	3
Baron B., Ricci G., Hines K., Napier S., Luwawu-Cabarrot T.	MIL	0.3	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	1	0	0	0	0	0	-2	0
Baron B., Ricci G., Hines K., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0
Zizic A., Bryant E., Gazi E., Larkin S., Clyburn W.	EFS	3.9	6	3	4	75%	0	4	0%	3	8	38%	0	0	-	2	1	3	2	3	0	1	0	0	0	4	-2
Bryant E., Gazi E., Larkin S., Pleiss T., Clyburn W.	EFS	3.5	12	1	1	100%	3	5	60%	4	6	67%	1	1	100%	1	3	4	3	1	1	0	0	0	0	17	7
M'Baye A., Bryant E., Beaubois R., Larkin S., Pleiss T.	EFS	3.2	9	3	3	100%	1	2	50%	4	5	80%	0	0	-	1	2	3	2	1	1	0	1	0	0	12	4
Baron B., Davies B., Thomas D., Napier S., Luwawu-Cabarrot T.	MIL	1.5	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	0	0	0	1	0	0	0	1	0	0	1	-2
M'Baye A., Gazi E., Larkin S., Pleiss T., Clyburn W.	EFS	0.2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
M'Baye A., Zizic A., Bryant E., Gazi E., Larkin S.	EFS	0.6	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	2	2	0	0	1	0	1	0	0	4	2
M'Baye A., Zizic A., Bryant E., Gazi E., Beaubois R.	EFS	0.8	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	0	1	0	0	0	0	-3
Davies B., Melli N., Napier S., Shields S., Luwawu-Cabarrot T.	MIL	8.4	14	5	6	83%	1	6	17%	6	12	50%	1	1	100%	2	7	9	5	5	6	0	3	2	0	22	4
Davies B., Hines K., Napier S., Shields S., Luwawu-Cabarrot T.	MIL	0.2	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	1	1	0	0	1	0	0	0	0	4	2
Davies B., Hines K., Mitrou-Long N., Shields S., Luwawu-Cabarrot T.	MIL	3.2	7	2	3	67%	0	1	0%	2	4	50%	3	4	75%	1	1	2	1	2	2	0	0	0	0	7	-2
Voigtmann J., Hines K., Mitrou-Long N., Shields S., Tonut S.	MIL	0.8	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	1	0	0	0	0	1	-3	-5
M'Baye A., Arna E., Bryant E., Gazi E., Pleiss T.	EFS	1.6	2	0	0	-	0	1	0%	0	1	0%	2	2	100%	0	1	1	0	0	1	0	0	0	0	3	-3
Obst A., Weiler-Babb N., Wimberg N., Lucic V., Cheatham Z.	BAY	0.2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	-1
Obst A., Gillespie F., Weiler-Babb N., Wimberg N., Lucic V.	BAY	1.8	5	1	1	100%	1	1	100%	2	2	100%	0	0	-	0	1	1	0	0	1	0	0	0	0	7	3
Obst A., Walden C., Gillespie F., Wimberg N., Lucic V.	BAY	0.1	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	0	0
Walden C., Seeley D., Gillespie F., Wimberg N., Lucic V.	BAY	0.8	5	1	2	50%	0	0	-	1	2	50%	3	3	100%	1	0	1	0	0	1	0	0	0	1	5	3
Williams D., Bacon D., Bochoridis E., Papagiannis G., Grigonis M.	PAO	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Gudaitis A., Bochoridis E., Mantzoukas E., Grigonis M., Kalaitzakis P.	PAO	11.6	30	2	4	50%	4	4	100%	6	8	75%	14	19	74%	0	5	5	4	8	17	4	6	2	0	41	7
Walden C., Seeley D., Gillespie F., Giffey N., Zipser P.	BAY	0.8	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	2	1	3	0	1	0	0	0	0	0	0	-1
Bochoridis E., Mantzoukas E., Kalaitzakis G., Grigonis M., Kalaitzakis P.	PAO	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-3
Obst A., Gillespie F., Weiler-Babb N., Giffey N., Zipser P.	BAY	4.3	12	0	0	-	4	5	80%	4	5	80%	0	0	-	0	1	1	4	1	1	0	3	0	1	12	-2
Gudaitis A., Bochoridis E., Mantzoukas E., Kalaitzakis G., Grigonis M.	PAO	1.7	4	2	4	50%	0	0	-	2	4	50%	0	1	0%	1	2	3	0	1	1	0	0	0	0	4	1
Obst A., Walden C., Giffey N., Wimberg N., Lucic V.	BAY	2.1	6	1	1	100%	1	3	33%	2	4	50%	1	1	100%	1	2	3	1	2	2	0	1	0	0	7	0
Gudaitis A., Mantzoukas E., Kalaitzakis G., Grigonis M., Lee P.	PAO	0.9	4	1	1	100%	0	0	-	1	1	100%	2	3	67%	0	0	0	0	1	2	0	0	0	0	4	1
Walden C., Seeley D., Bonga I., Lucic V., Cheatham Z.	BAY	3.3	0	0	3	0%	0	2	0%	0	5	0%	0	0	-	1	2	3	0	2	2	0	2	0	0	-4	-7
Walden C., Seeley D., Bonga I., Weiler-Babb N., Cheatham Z.	BAY	1.7	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	1	1	1	0	0	0	0	0	0	3	-1
Williams D., Kalaitzakis G., Papagiannis G., Thomas M., Lee P.	PAO	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	-2
Obst A., Seeley D., Bonga I., Weiler-Babb N., Cheatham Z.	BAY	1.7	8	1	1	100%	1	2	50%	2	3	67%	3	3	100%	0	0	0	2	0	2	1	0	0	0	12	3
Gudaitis A., Williams D., Kalaitzakis G., Thomas M., Lee P.	PAO	1.4	5	1	1	100%	1	2	50%	2	3	67%	0	0	-	1	0	1	0	1	0	0	1	0	0	3	-1
Seeley D., Bonga I., Weiler-Babb N., Giffey N., Cheatham Z.	BAY	1.6	0	0	2	0%	0	1	0%	0	3	0%	0	0	-	0	0	0	0	2	0	0	0	0	1	-6	-5
Walden C., Seeley D., Wimberg N., Lucic V., Cheatham Z.	BAY	1.5	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	2	2	0	2	0	0	-3	-5
Walden C., Bonga I., Wimberg N., Lucic V., Cheatham Z.	BAY	1.7	4	2	3	67%	0	1	0%	2	4	50%	0	1	0%	2	1	3	1	0	1	0	0	1	0	7	1
Gudaitis A., Mantzoukas E., Grigonis M., Kalaitzakis P., Lee P.	PAO	0.5	2	1	1	100%	0	0	-	1	1	100%	0	2	0%	0	0	0	1	0	1	1	0	0	0	3	2
Walden C., Gillespie F., Bonga I., Wimberg N., Lucic V.	BAY	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	1	0	0	-2	-2
Obst A., Gillespie F., Bonga I., Weiler-Babb N., Wimberg N.	BAY	2	4	2	2	100%	0	1	0%	2	3	67%	0	0	-	0	2	2	1	0	1	0	1	0	0	6	-1
Obst A., Gillespie F., Bonga I., Weiler-Babb N., Zipser P.	BAY	3	6	0	1	0%	2	2	100%	2	3	67%	0	0	-	0	2	2	2	1	1	1	1	0	0	9	3
Gudaitis A., Mantzoukas E., Grigonis M., Thomas M., Lee P.	PAO	3.6	3	0	3	0%	1	2	50%	1	5	20%	0	0	-	1	0	1	1	3	0	0	3	0	0	-5	-10
Bacon D., Mantzoukas E., Papagiannis G., Thomas M., Lee P.	PAO	5.3	12	2	4	50%	2	3	67%	4	7	57%	2	3	67%	0	4	4	2	2	2	2	2	0	0	14	3
Obst A., Weiler-Babb N., Giffey N., Zipser P., Cheatham Z.	BAY	0.4	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	1	1	0	0	0	0	0	2	-1
Walden C., Weiler-Babb N., Giffey N., Zipser P., Cheatham Z.	BAY	2.4	7	0	0	-	1	3	33%	1	3	33%	4	4	100%	0	4	4	1	1	2	1	1	0	0	11	4
Avramovic A., Smailagic A., Exum D., Papapetrou I., Leday Z.	PAR	2.2	8	1	1	100%	2	2	100%	3	3	100%	0	0	-	0	0	0	1	2	2	0	0	0	0	9	6
Avramovic A., Smailagic A., Exum D., Papapetrou I., Lessort M.	PAR	1.3	3	0	2	0%	1	1	100%	1	3	33%	0	0	-	1	1	2	0	0	0	0	0	0	0	3	0
Smailagic A., Exum D., Papapetrou I., Lessort M., Leday Z.	PAR	0.6	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-3
Koumadje C., Procida G., Thiemann J., Mattisseck J., Lo M.	BER	3.8	13	2	2	100%	3	6	50%	5	8	63%	0	0	-	1	4	5	2	0	3	0	0	1	0	21	13
Thompson D., Costello M., Giedraitis R., Raieste S., Enoch S.	BSK	0.5	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	0	0
Koumadje C., Procida G., Smith J., Thiemann J., Lo M.	BER	0.4	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	2	0	2	0	0	0	0	0	0	0	3	2
Mattisseck J., Olinde L., Blatt T., Schneider T., Wetzell Y.	BER	1.8	5	0	0	-	1	4	25%	1	4	25%	2	2	100%	1	0	1	0	2	1	0	0	0	0	2	-5
Hommes D., Howard M., Costello M., Raieste S., Marinkovic V.	BSK	0.9	2	0	1	0%	0	0	-	0	1	0%	2	2	100%	0	0	0	0	1	1	1	0	0	1	1	-3
Procida G., Thiemann J., Mattisseck J., Blatt T., Wetzell Y.	BER	1.6	5	2	3	67%	0	0	-	2	3	67%	1	1	100%	0	1	1	2	2	1	0	1	1	0	6	1
Thompson D., Hommes D., Howard M., Costello M., Raieste S.	BSK	0.3	2	0	0	-	0	1	0%	0	1	0%	2	2	100%	1	0	1	0	0	1	0	0	0	0	3	2
Kurucs A., Thompson D., Hommes D., Costello M., Raieste S.	BSK	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	0	0	1	0
Koumadje C., Thiemann J., Olinde L., Lo M., Blatt T.	BER	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-2
Koumadje C., Procida G., Thiemann J., Lo M., Blatt T.	BER	0.3	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-1	0
Koumadje C., Procida G., Sikma L., Lo M., Blatt T.	BER	0.4	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-2
Procida G., Smith J., Sikma L., Lo M., Blatt T.	BER	1	6	0	0	-	2	3	67%	2	3	67%	0	0	-	0	0	0	1	4	0	0	1	0	0	1	0
Diallo A., Moneke C., Hall D., Strazel M., James M.	MCO	1.9	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	1	1	2	0	0	2	0	1	0	0	4	-2
Butkevicius A., Brazdeikis I., Taylor I., Birutis L., Dimsa T.	ZAL	0.7	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	1	1	1	1	1	1	2	0	0	3	2
Jones C., Radebaugh J., Puerto J., Evans S., Claver V.	VBC	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Campazzo F., Petrusev F., Martin H., Vildoza L., Dobric O.	CZV	13.9	34	8	12	67%	5	8	63%	13	20	65%	3	3	100%	2	10	12	8	3	4	5	8	0	0	45	6
Bentil B., Campazzo F., Mitrovic L., Ivanovic N., Dobric O.	CZV	0.4	2	1	1	100%	0	0	-	1	1	100%	0	1	0%	0	0	0	0	0	2	0	0	0	0	3	2
Bentil B., Campazzo F., Holland J., Mitrovic L., Ivanovic N.	CZV	0.3	1	0	0	-	0	0	-	0	0	-	1	2	50%	0	0	0	0	1	1	0	0	0	0	0	1
